id,datetime,season,competition,home_team,away_team,home_goals,away_goals,name_of_team,xG,xG_conceded,result,opponent,venue
15275,2021-01-17 14:30:00,2020-2021,Bundesliga,Bayern Munich,Freiburg,2,1,Bayern Munich,3.01697,0.76215,W,Freiburg,Home
15291,2021-01-20 19:30:00,2020-2021,Bundesliga,Augsburg,Bayern Munich,0,1,Bayern Munich,1.98194,1.21994,L,Augsburg,Away
15298,2021-01-24 14:30:00,2020-2021,Bundesliga,Schalke 04,Bayern Munich,0,4,Bayern Munich,3.12798,0.937959,L,Schalke 04,Away
15302,2021-01-30 14:30:00,2020-2021,Bundesliga,Bayern Munich,Hoffenheim,4,1,Bayern Munich,1.94572,1.87397,W,Hoffenheim,Home
15315,2021-02-05 19:30:00,2020-2021,Bundesliga,Hertha Berlin,Bayern Munich,0,1,Bayern Munich,1.8015,1.24698,L,Hertha Berlin,Away
15320,2021-02-15 19:30:00,2020-2021,Bundesliga,Bayern Munich,Arminia Bielefeld,3,3,Bayern Munich,2.29294,1.71797,D,Arminia Bielefeld,Home
15332,2021-02-20 14:30:00,2020-2021,Bundesliga,Eintracht Frankfurt,Bayern Munich,2,1,Bayern Munich,1.5483,1.9074,W,Eintracht Frankfurt,Away
15338,2021-02-27 14:30:00,2020-2021,Bundesliga,Bayern Munich,FC Cologne,5,1,Bayern Munich,2.40221,0.985369,W,FC Cologne,Home
15351,2021-03-06 17:30:00,2020-2021,Bundesliga,Bayern Munich,Borussia Dortmund,4,2,Bayern Munich,2.69537,0.723629,W,Borussia Dortmund,Home
15363,2021-03-13 14:30:00,2020-2021,Bundesliga,Werder Bremen,Bayern Munich,1,3,Bayern Munich,3.96745,0.76636,L,Werder Bremen,Away
15365,2021-03-20 14:30:00,2020-2021,Bundesliga,Bayern Munich,VfB Stuttgart,4,0,Bayern Munich,2.6153,1.12324,W,VfB Stuttgart,Home
15375,2021-04-03 16:30:00,2020-2021,Bundesliga,RasenBallsport Leipzig,Bayern Munich,0,1,Bayern Munich,0.597457,0.486813,L,RasenBallsport Leipzig,Away
15383,2021-04-10 13:30:00,2020-2021,Bundesliga,Bayern Munich,Union Berlin,1,1,Bayern Munich,0.809251,0.908459,D,Union Berlin,Home
15396,2021-04-17 13:30:00,2020-2021,Bundesliga,Wolfsburg,Bayern Munich,2,3,Bayern Munich,1.72716,1.25011,L,Wolfsburg,Away
15401,2021-04-20 18:30:00,2020-2021,Bundesliga,Bayern Munich,Bayer Leverkusen,2,0,Bayern Munich,1.89266,0.540312,W,Bayer Leverkusen,Home
15417,2021-04-24 13:30:00,2020-2021,Bundesliga,Mainz 05,Bayern Munich,2,1,Bayern Munich,1.16918,1.1149,W,Mainz 05,Away
15419,2021-05-08 16:30:00,2020-2021,Bundesliga,Bayern Munich,Borussia M.Gladbach,6,0,Bayern Munich,3.02349,0.806609,W,Borussia M.Gladbach,Home
15431,2021-05-15 13:30:00,2020-2021,Bundesliga,Freiburg,Bayern Munich,2,2,Bayern Munich,2.49234,0.964354,D,Freiburg,Away
15437,2021-05-22 13:30:00,2020-2021,Bundesliga,Bayern Munich,Augsburg,5,2,Bayern Munich,4.85963,1.73838,W,Augsburg,Home
